公司名称,公司代码,股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
华凯易佰,300592,300592,2026-06-30,按行业分类,跨境出口电商业务,3652473160.3,0.918555,2161876843.95,0.887488,1490596316.35,0.967685,0.408106
华凯易佰,300592,300592,2026-06-30,按行业分类,跨境电商综合服务业务,322303574.63,0.081056,274193272.6,0.112561,48110302.03,0.031233,0.14927
华凯易佰,300592,300592,2026-06-30,按行业分类,其他(补充),2136847.65,0.000537,1156236.02,0.000475,980611.63,0.000637,0.458906
华凯易佰,300592,300592,2026-06-30,按行业分类,空间环境艺术设计业务,-589481.91,-0.000148,-1276383.09,-0.000524,686901.18,0.000446,
华凯易佰,300592,300592,2026-06-30,按产品分类,跨境出口电商业务,3652473160.3,0.918555,2161876843.95,0.887488,1490596316.35,0.967685,0.408106
华凯易佰,300592,300592,2026-06-30,按产品分类,跨境电商综合服务业务,322303574.63,0.081056,274193272.6,0.112561,48110302.03,0.031233,0.14927
华凯易佰,300592,300592,2026-06-30,按产品分类,其他(补充),2136847.65,0.000537,1156236.02,0.000475,980611.63,0.000637,0.458906
华凯易佰,300592,300592,2026-06-30,按产品分类,空间环境艺术设计业务,-589481.91,-0.000148,-1276383.09,-0.000524,686901.18,0.000446,
华凯易佰,300592,300592,2025-12-31,按行业分类,跨境出口电商业务,8408150743.31,0.920604,5464245761.28,0.898551,2943904982.03,0.964545,0.350125
华凯易佰,300592,300592,2025-12-31,按行业分类,跨境电商综合服务业务,722372624.19,0.079092,613823359.84,0.100938,108549264.35,0.035565,0.150268
华凯易佰,300592,300592,2025-12-31,按行业分类,其他(补充),11588987.77,0.001269,6421675.38,0.001056,5167312.39,0.001693,0.445881
华凯易佰,300592,300592,2025-12-31,按行业分类,空间环境艺术设计业务,-8817260.56,-0.000965,-3312660.64,-0.000545,-5504599.92,-0.001804,
华凯易佰,300592,300592,2025-12-31,按产品分类,跨境出口电商业务,8408150743.31,0.920604,5464245761.28,0.898551,2943904982.03,0.964545,0.350125
华凯易佰,300592,300592,2025-12-31,按产品分类,跨境电商综合服务业务,722372624.19,0.079092,613823359.84,0.100938,108549264.35,0.035565,0.150268
华凯易佰,300592,300592,2025-12-31,按产品分类,其他(补充),11588987.77,0.001269,6421675.38,0.001056,5167312.39,0.001693,0.445881
华凯易佰,300592,300592,2025-12-31,按产品分类,空间环境艺术设计业务,-8817260.56,-0.000965,-3312660.64,-0.000545,-5504599.92,-0.001804,
华凯易佰,300592,300592,2025-12-31,按地区分类,境外,9130523367.5,0.999697,6078069121.12,0.999489,3052454246.38,1.000111,0.334313
华凯易佰,300592,300592,2025-12-31,按地区分类,境内,2771727.21,0.000303,3109014.74,0.000511,-337287.53,-0.000111,-0.121689
华凯易佰,300592,300592,2025-06-30,按行业分类,跨境出口电商业务,4182327160.01,0.921585,2716998723.9,0.899834,1465328436.11,0.96483,0.350362
华凯易佰,300592,300592,2025-06-30,按行业分类,跨境电商综合服务业务,350103663.64,0.077146,299383514.94,0.099152,50720148.7,0.033396,0.144872
华凯易佰,300592,300592,2025-06-30,按行业分类,其他(补充),8256387.46,0.001819,4996539.89,0.001655,3259847.57,0.002146,0.394827
华凯易佰,300592,300592,2025-06-30,按行业分类,空间环境艺术设计业务,-2499006.07,-0.000551,-1933406.45,-0.00064,-565599.62,-0.000372,
华凯易佰,300592,300592,2025-06-30,按产品分类,跨境出口电商业务,4182327160.01,0.921585,2716998723.9,0.899834,1465328436.11,0.96483,0.350362
华凯易佰,300592,300592,2025-06-30,按产品分类,跨境电商综合服务业务,350103663.64,0.077146,299383514.94,0.099152,50720148.7,0.033396,0.144872
华凯易佰,300592,300592,2025-06-30,按产品分类,其他(补充),8256387.46,0.001819,4996539.89,0.001655,3259847.57,0.002146,0.394827
华凯易佰,300592,300592,2025-06-30,按产品分类,空间环境艺术设计业务,-2499006.07,-0.000551,-1933406.45,-0.00064,-565599.62,-0.000372,
