选项,指标,20260630,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20201231,20200930,20200630,20191231,20181231,20171231,20170630,20161231,20160331,20151231,20141231
成长能力,归母净利润,165712179.66,42552895.66,282977761.37,209744225.97,169191009.09,47026149.99,214099224.24,195406112.49,235585901.56,86044897.9,335547669.84,222553339.83,150353623.93,51966606.92,184757088.12,157047396.05,120553205.79,39202797.17,347724190.65,285227500.0,258036300.0,450880928.79,376445300.0,236039572.32,54107976.2,-6633000.0,-65982663.56,16829025.37,38772052.83,13904797.8,18956200.63,-13868486.76
成长能力,营业总收入,6201260918.4,2720092007.0,11816529344.62,8188419310.39,5345587947.81,2458280774.74,10275379442.25,6801651543.61,4177477837.36,1799016664.02,6563662921.14,4374179393.78,2773013878.19,1243613234.39,4909118542.64,3357768691.05,2193991929.48,1012614141.15,5564672255.54,,2906102400.0,5253011000.45,,2291702215.48,2878775073.9,2245139200.0,1949029607.82,849321088.66,1480074856.46,366536482.89,614243623.89,24827528.76
成长能力,净利润,165712179.66,42552895.66,282977761.37,209744225.97,169191009.09,47026149.99,214099224.24,195406112.49,235585901.56,86044897.9,335547669.84,222553339.83,150353623.93,51966606.92,184757088.12,157047396.05,120553205.79,39202797.17,347724190.65,285227500.0,258036300.0,450880928.79,376445300.0,236039572.32,54107976.2,-6633000.0,-65982663.56,16829025.37,38772052.83,13904797.8,18956200.63,-13868486.76
成长能力,扣非净利润,172333310.01,44657533.58,263555749.15,220763742.6,185952179.65,40547268.79,180755471.84,163100807.67,209653127.22,70292088.96,307926482.45,207689378.6,142418678.64,45790600.0,172599900.0,152740334.27,118122600.0,35636100.0,321179300.0,283058700.0,256417500.0,437815900.0,371688000.0,232004700.0,81734400.0,-11961300.0,-69783900.0,13010728.35,35634473.11,13942500.0,18728300.0,-3003800.0
成长能力,营业总收入增长率,16.007088,10.650176,14.998471,20.388691,27.962089,36.645803,56.549468,55.495486,50.647563,44.660463,33.703492,30.27042,26.391252,22.812153,-11.780634,-18.745244,-24.50397,,5.933002,13.265037,26.809773,82.473825,,,28.222565,15.192667,31.684529,,140.958928,,2374.042542,
成长能力,归属母公司净利润增长率,-2.056155,-9.512269,32.171315,7.337597,-28.18288,-45.346962,-36.194095,-12.198076,56.687877,65.577287,81.615586,41.710939,24.719722,32.567477,-46.756492,-44.939602,-53.280524,,-22.878931,-24.231355,9.319084,733.298453,,,915.739125,89.947359,-270.18099,,104.534936,,236.685429,
收益质量,经营活动净现金/销售收入,0.051516,0.017555,0.105761,0.090633,0.095481,-0.003814,-0.045597,-0.07135,0.026238,0.054801,0.083735,0.077656,0.128828,0.163624,0.085159,0.069747,0.0728,0.028294,0.045527,0.00963,0.039808,0.058333,0.061709,0.090917,0.022801,0.036572,-0.152874,-0.015444,0.008321,0.025849,-0.170438,0.02806
收益质量,经营性现金净流量/营业总收入,0.051516,0.017555,0.105761,0.090633,0.095481,-0.003814,-0.045597,-0.07135,0.026238,0.054801,0.083735,0.077656,0.128828,0.163624,0.085159,0.069747,0.0728,0.028294,0.045527,0.00963,0.039808,0.058333,0.061709,0.090917,0.022801,0.036572,-0.152874,-0.015444,0.008321,0.025849,-0.170438,0.02806
收益质量,成本费用率,94.673274,96.889354,95.569806,95.567432,94.903737,97.058161,97.018144,96.168564,93.028569,94.035949,93.454521,93.353729,92.923776,94.445082,94.210188,92.845013,91.978255,,91.688931,,88.331753,87.997345,,85.783744,96.689956,99.947646,100.624202,98.088224,97.130591,95.1899,95.82898,169.839153
收益质量,期间费用率,37.379648,39.988111,38.258316,39.123241,39.377662,40.94736,40.794085,41.098122,39.541542,41.202991,39.298672,63.097563,62.124306,63.558067,59.834211,57.872912,57.08006,,54.473474,,51.764304,54.817592,,54.394274,62.904362,65.522409,62.151571,61.316948,58.129575,56.268051,57.26862,128.153102
