公司名称,公司代码,股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
吉宏股份,002803,002803,2026-06-30,按行业分类,电商业务,2451182191.32,0.65613,907193841.06,0.460991,1543988350.26,0.873349,0.629895
吉宏股份,002803,002803,2026-06-30,按行业分类,包装业务,1282831608.36,0.343387,1059469019.7,0.538369,223362588.66,0.126344,0.174117
吉宏股份,002803,002803,2026-06-30,按行业分类,其他,1803189.54,0.000483,1260172.25,0.00064,543017.29,0.000307,0.301143
吉宏股份,002803,002803,2026-06-30,按产品分类,电商业务,2451182191.32,0.65613,907193841.06,0.460991,1543988350.26,0.873349,0.629895
吉宏股份,002803,002803,2026-06-30,按产品分类,包装-纸盒纸箱,684598402.66,0.183253,591439933.81,0.30054,93158468.85,0.052695,0.136078
吉宏股份,002803,002803,2026-06-30,按产品分类,包装-食品包装,316665621.51,0.084765,,,,,
吉宏股份,002803,002803,2026-06-30,按产品分类,包装-纸袋,206592988.94,0.055301,,,,,
吉宏股份,002803,002803,2026-06-30,按产品分类,包装-其他类型,74974595.25,0.020069,,,,,
吉宏股份,002803,002803,2026-06-30,按产品分类,其他,1803189.54,0.000483,,,,,
吉宏股份,002803,002803,2026-06-30,按地区分类,境外,2565588881.24,0.686754,957132339.46,0.486367,1608456541.78,0.909815,0.626935
吉宏股份,002803,002803,2026-06-30,按地区分类,境内,1170228107.98,0.313246,1010790693.55,0.513633,159437414.43,0.090185,0.136245
吉宏股份,002803,002803,2025-12-31,按行业分类,电商业务,4373200452.01,0.650618,1704824545.19,0.47786,2668375906.82,0.846032,0.610165
吉宏股份,002803,002803,2025-12-31,按行业分类,包装业务,2345320841.87,0.348922,1860020357.92,0.521361,485300483.95,0.153869,0.206923
吉宏股份,002803,002803,2025-12-31,按行业分类,其他,3090836.29,0.00046,2778378.69,0.000779,312457.6,9.9e-05,0.101092
吉宏股份,002803,002803,2025-12-31,按产品分类,电商业务,4373200452.01,0.650618,1704824545.19,0.47786,2668375906.82,0.846032,0.610165
吉宏股份,002803,002803,2025-12-31,按产品分类,包装-纸盒纸箱,1217759565.96,0.181171,1011594806.83,0.283549,206164759.13,0.065366,0.169298
吉宏股份,002803,002803,2025-12-31,按产品分类,包装-食品包装,521107195.0,0.077527,457243776.01,0.128165,63863418.99,0.020248,0.122553
吉宏股份,002803,002803,2025-12-31,按产品分类,包装-纸袋,469570825.96,0.06986,345590455.47,0.096869,123980370.49,0.039309,0.264029
吉宏股份,002803,002803,2025-12-31,按产品分类,包装-其他类型,136883254.95,0.020365,45591319.61,0.012779,91291935.34,0.028945,0.666933
