公司代码,公司名称,选项,指标,报告期,数值
300866,安克创新,常用指标,归母净利润,20260630,1702037215.39
300866,安克创新,常用指标,营业总收入,20260630,16605008753.42
300866,安克创新,常用指标,营业成本,20260630,14334481086.95
300866,安克创新,常用指标,净利润,20260630,1744822270.0
300866,安克创新,常用指标,扣非净利润,20260630,1438775165.82
300866,安克创新,常用指标,股东权益合计(净资产),20260630,11752974457.73
300866,安克创新,常用指标,商誉,20260630,
300866,安克创新,常用指标,经营现金流量净额,20260630,722529395.01
300866,安克创新,常用指标,基本每股收益,20260630,3.1743
300866,安克创新,常用指标,每股净资产,20260630,21.606824
300866,安克创新,常用指标,每股现金流,20260630,1.347307
300866,安克创新,常用指标,净资产收益率(ROE),20260630,15.11
300866,安克创新,常用指标,总资产报酬率(ROA),20260630,9.920626
300866,安克创新,常用指标,毛利率,20260630,49.822729
300866,安克创新,常用指标,销售净利率,20260630,10.507806
300866,安克创新,常用指标,期间费用率,20260630,36.074863
300866,安克创新,常用指标,资产负债率,20260630,47.578533
300866,安克创新,每股指标,基本每股收益,20260630,3.1743
300866,安克创新,每股指标,稀释每股收益,20260630,3.127
300866,安克创新,每股指标,摊薄每股收益_最新股数,20260630,2.894353
300866,安克创新,每股指标,摊薄每股净资产_期末股数,20260630,21.606824
300866,安克创新,每股指标,调整每股净资产_期末股数,20260630,20.11832
300866,安克创新,每股指标,每股净资产_最新股数,20260630,19.704349
300866,安克创新,每股指标,每股经营现金流,20260630,1.347307
300866,安克创新,每股指标,每股现金流量净额,20260630,-0.140758
300866,安克创新,每股指标,每股企业自由现金流量,20260630,1.972201
300866,安克创新,每股指标,每股股东自由现金流量,20260630,2.140016
300866,安克创新,每股指标,每股未分配利润,20260630,13.822559
300866,安克创新,每股指标,每股资本公积金,20260630,5.818409
300866,安克创新,每股指标,每股盈余公积金,20260630,0.49989
300866,安克创新,每股指标,每股留存收益,20260630,14.32245
300866,安克创新,每股指标,每股营业收入,20260630,30.963528
300866,安克创新,每股指标,每股营业总收入,20260630,30.963528
300866,安克创新,每股指标,每股息税前利润,20260630,3.929859
300866,安克创新,盈利能力,净资产收益率(ROE),20260630,15.11
300866,安克创新,盈利能力,摊薄净资产收益率,20260630,14.688905
300866,安克创新,盈利能力,净资产收益率_平均,20260630,15.395849
300866,安克创新,盈利能力,净资产收益率_平均_扣除非经常损益,20260630,13.014501
300866,安克创新,盈利能力,摊薄净资产收益率_扣除非经常损益,20260630,12.416903
300866,安克创新,盈利能力,息税前利润率,20260630,12.691897
300866,安克创新,盈利能力,总资产报酬率,20260630,9.920626
300866,安克创新,盈利能力,总资本回报率,20260630,14.381198
300866,安克创新,盈利能力,投入资本回报率,20260630,13.777341
300866,安克创新,盈利能力,息前税后总资产报酬率_平均,20260630,8.36578
300866,安克创新,盈利能力,毛利率,20260630,49.822729
300866,安克创新,盈利能力,销售净利率,20260630,10.507806
300866,安克创新,盈利能力,成本费用利润率,20260630,14.488905
300866,安克创新,盈利能力,营业利润率,20260630,12.58409
300866,安克创新,盈利能力,总资产净利率_平均,20260630,8.012028
300866,安克创新,盈利能力,总资产净利率_平均(含少数股东损益),20260630,8.213431
300866,安克创新,成长能力,归母净利润,20260630,1702037215.39
300866,安克创新,成长能力,营业总收入,20260630,16605008753.42
300866,安克创新,成长能力,净利润,20260630,1744822270.0
300866,安克创新,成长能力,扣非净利润,20260630,1438775165.82
300866,安克创新,成长能力,营业总收入增长率,20260630,29.053508
300866,安克创新,成长能力,归属母公司净利润增长率,20260630,45.857623
300866,安克创新,收益质量,经营活动净现金/销售收入,20260630,0.043512
300866,安克创新,收益质量,经营性现金净流量/营业总收入,20260630,0.043512
300866,安克创新,收益质量,成本费用率,20260630,86.252134
300866,安克创新,收益质量,期间费用率,20260630,36.074863
300866,安克创新,收益质量,销售成本率,20260630,50.17727
300866,安克创新,收益质量,经营活动净现金/归属母公司的净利润,20260630,0.424508
300866,安克创新,收益质量,所得税/利润总额,20260630,15.917298
300866,安克创新,财务风险,流动比率,20260630,2.237151
300866,安克创新,财务风险,速动比率,20260630,1.405064
300866,安克创新,财务风险,保守速动比率,20260630,1.061134
300866,安克创新,财务风险,资产负债率,20260630,47.578533
300866,安克创新,财务风险,权益乘数,20260630,1.921591
300866,安克创新,财务风险,权益乘数(含少数股权的净资产),20260630,1.907615
300866,安克创新,财务风险,产权比率,20260630,92.059807
300866,安克创新,财务风险,现金比率,20260630,0.782941
300866,安克创新,营运能力,应收账款周转率,20260630,7.593921
300866,安克创新,营运能力,应收账款周转天数,20260630,23.703167
300866,安克创新,营运能力,存货周转率,20260630,1.420511
300866,安克创新,营运能力,存货周转天数,20260630,126.714936
300866,安克创新,营运能力,总资产周转率,20260630,0.78165
300866,安克创新,营运能力,总资产周转天数,20260630,230.281982
300866,安克创新,营运能力,流动资产周转率,20260630,0.971308
300866,安克创新,营运能力,流动资产周转天数,20260630,185.317015
300866,安克创新,营运能力,应付账款周转率,20260630,4.29103
300866,安克创新,常用指标,归母净利润,20260331,471594189.71
300866,安克创新,常用指标,营业总收入,20260331,7607645545.67
300866,安克创新,常用指标,营业成本,20260331,6885741176.88
300866,安克创新,常用指标,净利润,20260331,470922424.51
300866,安克创新,常用指标,扣非净利润,20260331,546758896.9
300866,安克创新,常用指标,股东权益合计(净资产),20260331,11344196666.93
300866,安克创新,常用指标,商誉,20260331,
300866,安克创新,常用指标,经营现金流量净额,20260331,-450631808.74
300866,安克创新,常用指标,基本每股收益,20260331,0.8796
300866,安克创新,常用指标,每股净资产,20260331,20.826688
300866,安克创新,常用指标,每股现金流,20260331,-0.840481
300866,安克创新,常用指标,净资产收益率(ROE),20260331,4.35
300866,安克创新,常用指标,总资产报酬率(ROA),20260331,2.851198
300866,安克创新,常用指标,毛利率,20260331,43.640113
300866,安克创新,常用指标,销售净利率,20260331,6.19012
300866,安克创新,常用指标,期间费用率,20260331,34.086914
300866,安克创新,常用指标,资产负债率,20260331,43.919339
300866,安克创新,每股指标,基本每股收益,20260331,0.8796
300866,安克创新,每股指标,稀释每股收益,20260331,0.8714
300866,安克创新,每股指标,摊薄每股收益_最新股数,20260331,0.801956
300866,安克创新,每股指标,摊薄每股净资产_期末股数,20260331,20.826688
300866,安克创新,每股指标,调整每股净资产_期末股数,20260331,19.719616
300866,安克创新,每股指标,每股净资产_最新股数,20260331,18.988745
300866,安克创新,每股指标,每股经营现金流,20260331,-0.840481
300866,安克创新,每股指标,每股现金流量净额,20260331,-0.7416
300866,安克创新,每股指标,每股企业自由现金流量,20260331,
300866,安克创新,每股指标,每股股东自由现金流量,20260331,
300866,安克创新,每股指标,每股未分配利润,20260331,13.231037
300866,安克创新,每股指标,每股资本公积金,20260331,5.760105
300866,安克创新,每股指标,每股盈余公积金,20260331,0.499999
300866,安克创新,每股指标,每股留存收益,20260331,13.731037
300866,安克创新,每股指标,每股营业收入,20260331,14.189161
300866,安克创新,每股指标,每股营业总收入,20260331,14.189161
300866,安克创新,每股指标,每股息税前利润,20260331,1.071415
300866,安克创新,盈利能力,净资产收益率(ROE),20260331,4.35
300866,安克创新,盈利能力,摊薄净资产收益率,20260331,4.223326
300866,安克创新,盈利能力,净资产收益率_平均,20260331,4.348589
300866,安克创新,盈利能力,净资产收益率_平均_扣除非经常损益,20260331,5.041686
300866,安克创新,盈利能力,摊薄净资产收益率_扣除非经常损益,20260331,4.896458
300866,安克创新,盈利能力,息税前利润率,20260331,7.55094
300866,安克创新,盈利能力,总资产报酬率,20260331,2.851198
300866,安克创新,盈利能力,总资本回报率,20260331,4.166536
300866,安克创新,盈利能力,投入资本回报率,20260331,3.534576
300866,安克创新,盈利能力,息前税后总资产报酬率_平均,20260331,2.415408
300866,安克创新,盈利能力,毛利率,20260331,43.640113
300866,安克创新,盈利能力,销售净利率,20260331,6.19012
300866,安克创新,盈利能力,成本费用利润率,20260331,8.119956
300866,安克创新,盈利能力,营业利润率,20260331,7.402098
300866,安克创新,盈利能力,总资产净利率_平均,20260331,2.340693
300866,安克创新,盈利能力,总资产净利率_平均(含少数股东损益),20260331,2.337359
300866,安克创新,成长能力,归母净利润,20260331,471594189.71
300866,安克创新,成长能力,营业总收入,20260331,7607645545.67
300866,安克创新,成长能力,净利润,20260331,470922424.51
300866,安克创新,成长能力,扣非净利润,20260331,546758896.9
300866,安克创新,成长能力,营业总收入增长率,20260331,26.934119
300866,安克创新,成长能力,归属母公司净利润增长率,20260331,-4.874729
300866,安克创新,收益质量,经营活动净现金/销售收入,20260331,-0.059234
300866,安克创新,收益质量,经营性现金净流量/营业总收入,20260331,-0.059234
300866,安克创新,收益质量,成本费用率,20260331,90.446801
300866,安克创新,收益质量,期间费用率,20260331,34.086914
300866,安克创新,收益质量,销售成本率,20260331,56.359886
300866,安克创新,收益质量,经营活动净现金/归属母公司的净利润,20260331,-0.955549
300866,安克创新,收益质量,所得税/利润总额,20260331,15.714634
300866,安克创新,财务风险,流动比率,20260331,2.563523
300866,安克创新,财务风险,速动比率,20260331,1.679944
300866,安克创新,财务风险,保守速动比率,20260331,1.213738
300866,安克创新,财务风险,资产负债率,20260331,43.919339
300866,安克创新,财务风险,权益乘数,20260331,1.85782
300866,安克创新,财务风险,权益乘数(含少数股权的净资产),20260331,1.783145
300866,安克创新,财务风险,产权比率,20260331,79.561443
300866,安克创新,财务风险,现金比率,20260331,0.939375
300866,安克创新,营运能力,应收账款周转率,20260331,3.975495
300866,安克创新,营运能力,应收账款周转天数,20260331,22.638684
300866,安克创新,营运能力,存货周转率,20260331,0.811597
300866,安克创新,营运能力,存货周转天数,20260331,110.892463
300866,安克创新,营运能力,总资产周转率,20260331,0.377595
300866,安克创新,营运能力,总资产周转天数,20260331,238.350518
300866,安克创新,营运能力,流动资产周转率,20260331,0.471887
300866,安克创新,营运能力,流动资产周转天数,20260331,190.723247
300866,安克创新,营运能力,应付账款周转率,20260331,2.561281
300866,安克创新,常用指标,归母净利润,20251231,2545131880.4
300866,安克创新,常用指标,营业总收入,20251231,30514403376.92
300866,安克创新,常用指标,营业成本,20251231,27648582451.49
300866,安克创新,常用指标,净利润,20251231,2617193921.23
300866,安克创新,常用指标,扣非净利润,20251231,2179258144.99
300866,安克创新,常用指标,股东权益合计(净资产),20251231,10711670026.73
300866,安克创新,常用指标,商誉,20251231,
300866,安克创新,常用指标,经营现金流量净额,20251231,480806645.21
300866,安克创新,常用指标,基本每股收益,20251231,4.7715
300866,安克创新,常用指标,每股净资产,20251231,19.626847
300866,安克创新,常用指标,每股现金流,20251231,0.896761
300866,安克创新,常用指标,净资产收益率(ROE),20251231,26.1
300866,安克创新,常用指标,总资产报酬率(ROA),20251231,16.222939
300866,安克创新,常用指标,毛利率,20251231,45.065366
300866,安克创新,常用指标,销售净利率,20251231,8.576913
300866,安克创新,常用指标,期间费用率,20251231,35.607005
300866,安克创新,常用指标,资产负债率,20251231,46.620185
300866,安克创新,每股指标,基本每股收益,20251231,4.7715
300866,安克创新,每股指标,稀释每股收益,20251231,4.7174
300866,安克创新,每股指标,摊薄每股收益_最新股数,20251231,4.328055
300866,安克创新,每股指标,摊薄每股净资产_期末股数,20251231,19.626847
300866,安克创新,每股指标,调整每股净资产_期末股数,20251231,18.576761
300866,安克创新,每股指标,每股净资产_最新股数,20251231,17.894787
300866,安克创新,每股指标,每股经营现金流,20251231,0.896761
300866,安克创新,每股指标,每股现金流量净额,20251231,1.378394
300866,安克创新,每股指标,每股企业自由现金流量,20251231,-0.828052
300866,安克创新,每股指标,每股股东自由现金流量,20251231,1.26443
300866,安克创新,每股指标,每股未分配利润,20251231,12.351459
300866,安克创新,每股指标,每股资本公积金,20251231,5.731892
300866,安克创新,每股指标,每股盈余公积金,20251231,0.5
300866,安克创新,每股指标,每股留存收益,20251231,12.851459
300866,安克创新,每股指标,每股营业收入,20251231,56.912987
300866,安克创新,每股指标,每股营业总收入,20251231,56.912987
300866,安克创新,每股指标,每股息税前利润,20251231,5.547841
300866,安克创新,盈利能力,净资产收益率(ROE),20251231,26.1
300866,安克创新,盈利能力,摊薄净资产收益率,20251231,24.186122
300866,安克创新,盈利能力,净资产收益率_平均,20251231,26.129172
300866,安克创新,盈利能力,净资产收益率_平均_扣除非经常损益,20251231,22.37299
300866,安克创新,盈利能力,摊薄净资产收益率_扣除非经常损益,20251231,20.709262
300866,安克创新,盈利能力,息税前利润率,20251231,9.747936
300866,安克创新,盈利能力,总资产报酬率,20251231,16.222939
300866,安克创新,盈利能力,总资本回报率,20251231,24.686251
300866,安克创新,盈利能力,投入资本回报率,20251231,21.554607
300866,安克创新,盈利能力,息前税后总资产报酬率_平均,20251231,14.557956
300866,安克创新,盈利能力,毛利率,20251231,45.065366
300866,安克创新,盈利能力,销售净利率,20251231,8.576913
300866,安克创新,盈利能力,成本费用利润率,20251231,10.577848
300866,安克创新,盈利能力,营业利润率,20251231,9.589218
300866,安克创新,盈利能力,总资产净利率_平均,20251231,13.881048
300866,安克创新,盈利能力,总资产净利率_平均(含少数股东损益),20251231,14.274072
300866,安克创新,成长能力,归母净利润,20251231,2545131880.4
300866,安克创新,成长能力,营业总收入,20251231,30514403376.92
300866,安克创新,成长能力,净利润,20251231,2617193921.23
300866,安克创新,成长能力,扣非净利润,20251231,2179258144.99
300866,安克创新,成长能力,营业总收入增长率,20251231,23.489697
300866,安克创新,成长能力,归属母公司净利润增长率,20251231,20.369671
300866,安克创新,收益质量,经营活动净现金/销售收入,20251231,0.015756
300866,安克创新,收益质量,经营性现金净流量/营业总收入,20251231,0.015756
300866,安克创新,收益质量,成本费用率,20251231,90.541638
300866,安克创新,收益质量,期间费用率,20251231,35.607005
300866,安克创新,收益质量,销售成本率,20251231,54.934633
300866,安克创新,收益质量,经营活动净现金/归属母公司的净利润,20251231,0.188912
300866,安克创新,收益质量,所得税/利润总额,20251231,10.445934
300866,安克创新,财务风险,流动比率,20251231,2.376671
300866,安克创新,财务风险,速动比率,20251231,1.638382
300866,安克创新,财务风险,保守速动比率,20251231,1.181371
300866,安克创新,财务风险,资产负债率,20251231,46.620185
300866,安克创新,财务风险,权益乘数,20251231,1.882363
300866,安克创新,财务风险,权益乘数(含少数股权的净资产),20251231,1.873367
300866,安克创新,财务风险,产权比率,20251231,88.901701
300866,安克创新,财务风险,现金比率,20251231,0.92416
300866,安克创新,营运能力,应收账款周转率,20251231,17.304184
300866,安克创新,营运能力,应收账款周转天数,20251231,20.804216
300866,安克创新,营运能力,存货周转率,20251231,4.073293
300866,安克创新,营运能力,存货周转天数,20251231,88.380561
300866,安克创新,营运能力,总资产周转率,20251231,1.664243
300866,安克创新,营运能力,总资产周转天数,20251231,216.314501
300866,安克创新,营运能力,流动资产周转率,20251231,2.144817
300866,安克创新,营运能力,流动资产周转天数,20251231,167.84643
300866,安克创新,营运能力,应付账款周转率,20251231,10.154684
300866,安克创新,常用指标,归母净利润,20250930,1932774269.71
300866,安克创新,常用指标,营业总收入,20250930,21019233315.35
300866,安克创新,常用指标,营业成本,20250930,19038822530.45
300866,安克创新,常用指标,净利润,20250930,1969062716.53
300866,安克创新,常用指标,扣非净利润,20250930,1482655328.95
300866,安克创新,常用指标,股东权益合计(净资产),20250930,10106765847.59
300866,安克创新,常用指标,商誉,20250930,
300866,安克创新,常用指标,经营现金流量净额,20250930,-864866365.47
300866,安克创新,常用指标,基本每股收益,20250930,3.63
300866,安克创新,常用指标,每股净资产,20250930,18.444319
300866,安克创新,常用指标,每股现金流,20250930,-1.613082
300866,安克创新,常用指标,净资产收益率(ROE),20250930,20.27
300866,安克创新,常用指标,总资产报酬率(ROA),20250930,12.198409
300866,安克创新,常用指标,毛利率,20250930,44.680924
300866,安克创新,常用指标,销售净利率,20250930,9.367909
300866,安克创新,常用指标,期间费用率,20250930,35.185218
300866,安克创新,常用指标,资产负债率,20250930,49.517283
300866,安克创新,每股指标,基本每股收益,20250930,3.63
300866,安克创新,每股指标,稀释每股收益,20250930,3.6
300866,安克创新,每股指标,摊薄每股收益_最新股数,20250930,3.286726
300866,安克创新,每股指标,摊薄每股净资产_期末股数,20250930,18.444319
300866,安克创新,每股指标,调整每股净资产_期末股数,20250930,17.191854
300866,安克创新,每股指标,每股净资产_最新股数,20250930,16.816577
300866,安克创新,每股指标,每股经营现金流,20250930,-1.613082
300866,安克创新,每股指标,每股现金流量净额,20250930,0.028018
300866,安克创新,每股指标,每股企业自由现金流量,20250930,
300866,安克创新,每股指标,每股股东自由现金流量,20250930,
300866,安克创新,每股指标,每股未分配利润,20250930,11.213794
300866,安克创新,每股指标,每股资本公积金,20250930,5.999375
300866,安克创新,每股指标,每股盈余公积金,20250930,0.495573
300866,安克创新,每股指标,每股留存收益,20250930,11.709367
300866,安克创新,每股指标,每股营业收入,20250930,39.20346
300866,安克创新,每股指标,每股营业总收入,20250930,39.20346
300866,安克创新,每股指标,每股息税前利润,20250930,4.166256
300866,安克创新,盈利能力,净资产收益率(ROE),20250930,20.27
300866,安克创新,盈利能力,摊薄净资产收益率,20250930,19.544565
300866,安克创新,盈利能力,净资产收益率_平均,20250930,20.510037
300866,安克创新,盈利能力,净资产收益率_平均_扣除非经常损益,20250930,15.733506
300866,安克创新,盈利能力,摊薄净资产收益率_扣除非经常损益,20250930,14.99288
300866,安克创新,盈利能力,息税前利润率,20250930,10.627267
300866,安克创新,盈利能力,总资产报酬率,20250930,12.198409
300866,安克创新,盈利能力,总资本回报率,20250930,18.885529
300866,安克创新,盈利能力,投入资本回报率,20250930,16.651788
300866,安克创新,盈利能力,息前税后总资产报酬率_平均,20250930,10.953775
300866,安克创新,盈利能力,毛利率,20250930,44.680924
300866,安克创新,盈利能力,销售净利率,20250930,9.367909
300866,安克创新,盈利能力,成本费用利润率,20250930,11.548883
300866,安克创新,盈利能力,营业利润率,20250930,10.455209
300866,安克创新,盈利能力,总资产净利率_平均,20250930,10.554699
300866,安克创新,盈利能力,总资产净利率_平均(含少数股东损益),20250930,10.752867
300866,安克创新,成长能力,归母净利润,20250930,1932774269.71
300866,安克创新,成长能力,营业总收入,20250930,21019233315.35
300866,安克创新,成长能力,净利润,20250930,1969062716.53
300866,安克创新,成长能力,扣非净利润,20250930,1482655328.95
300866,安克创新,成长能力,营业总收入增长率,20250930,27.786943
300866,安克创新,成长能力,归属母公司净利润增长率,20250930,31.341713
300866,安克创新,收益质量,经营活动净现金/销售收入,20250930,-0.041146
300866,安克创新,收益质量,经营性现金净流量/营业总收入,20250930,-0.041146
300866,安克创新,收益质量,成本费用率,20250930,90.504294
300866,安克创新,收益质量,期间费用率,20250930,35.185218
300866,安克创新,收益质量,销售成本率,20250930,55.319075
300866,安克创新,收益质量,经营活动净现金/归属母公司的净利润,20250930,-0.447474
300866,安克创新,收益质量,所得税/利润总额,20250930,10.374111
300866,安克创新,财务风险,流动比率,20250930,2.174994
300866,安克创新,财务风险,速动比率,20250930,1.337482
300866,安克创新,财务风险,保守速动比率,20250930,0.951404
300866,安克创新,财务风险,资产负债率,20250930,49.517283
300866,安克创新,财务风险,权益乘数,20250930,1.943213
300866,安克创新,财务风险,权益乘数(含少数股权的净资产),20250930,1.980875
300866,安克创新,财务风险,产权比率,20250930,100.246955
300866,安克创新,财务风险,现金比率,20250930,0.704678
300866,安克创新,营运能力,应收账款周转率,20250930,11.965765
300866,安克创新,营运能力,应收账款周转天数,20250930,22.564372
300866,安克创新,营运能力,存货周转率,20250930,2.479051
300866,安克创新,营运能力,存货周转天数,20250930,108.912611
300866,安克创新,营运能力,总资产周转率,20250930,1.14784
300866,安克创新,营运能力,总资产周转天数,20250930,235.224288
300866,安克创新,营运能力,流动资产周转率,20250930,1.483803
300866,安克创新,营运能力,流动资产周转天数,20250930,181.964747
300866,安克创新,营运能力,应付账款周转率,20250930,6.641374
300866,安克创新,常用指标,归母净利润,20250630,1166916872.8
300866,安克创新,常用指标,营业总收入,20250630,12866762779.48
300866,安克创新,常用指标,营业成本,20250630,11572764120.32
300866,安克创新,常用指标,净利润,20250630,1166287534.15
300866,安克创新,常用指标,扣非净利润,20250630,961405802.59
300866,安克创新,常用指标,股东权益合计(净资产),20250630,9327965865.51
300866,安克创新,常用指标,商誉,20250630,
300866,安克创新,常用指标,经营现金流量净额,20250630,-1132220950.62
300866,安克创新,常用指标,基本每股收益,20250630,2.1958
300866,安克创新,常用指标,每股净资产,20250630,17.181289
300866,安克创新,常用指标,每股现金流,20250630,-2.130083
300866,安克创新,常用指标,净资产收益率(ROE),20250630,12.59
300866,安克创新,常用指标,总资产报酬率(ROA),20250630,7.297068
300866,安克创新,常用指标,毛利率,20250630,44.730191
300866,安克创新,常用指标,销售净利率,20250630,9.064343
300866,安克创新,常用指标,期间费用率,20250630,34.596583
300866,安克创新,常用指标,资产负债率,20250630,50.043584
300866,安克创新,每股指标,基本每股收益,20250630,2.1958
300866,安克创新,每股指标,稀释每股收益,20250630,2.1771
300866,安克创新,每股指标,摊薄每股收益_最新股数,20250630,1.984368
300866,安克创新,每股指标,摊薄每股净资产_期末股数,20250630,17.181289
300866,安克创新,每股指标,调整每股净资产_期末股数,20250630,15.820746
300866,安克创新,每股指标,每股净资产_最新股数,20250630,15.530045
300866,安克创新,每股指标,每股经营现金流,20250630,-2.130083
300866,安克创新,每股指标,每股现金流量净额,20250630,0.751903
300866,安克创新,每股指标,每股企业自由现金流量,20250630,0.483175
300866,安克创新,每股指标,每股股东自由现金流量,20250630,2.917787
300866,安克创新,每股指标,每股未分配利润,20250630,10.5765
300866,安克创新,每股指标,每股资本公积金,20250630,5.726474
300866,安克创新,每股指标,每股盈余公积金,20250630,0.49988
300866,安克创新,每股指标,每股留存收益,20250630,11.07638
300866,安克创新,每股指标,每股营业收入,20250630,24.206656
300866,安克创新,每股指标,每股营业总收入,20250630,24.206656
300866,安克创新,每股指标,每股息税前利润,20250630,2.421375
300866,安克创新,盈利能力,净资产收益率(ROE),20250630,12.59
300866,安克创新,盈利能力,摊薄净资产收益率,20250630,12.777611
300866,安克创新,盈利能力,净资产收益率_平均,20250630,12.900841
300866,安克创新,盈利能力,净资产收益率_平均_扣除非经常损益,20250630,10.628814
300866,安克创新,盈利能力,摊薄净资产收益率_扣除非经常损益,20250630,10.527288
300866,安克创新,盈利能力,息税前利润率,20250630,10.002933
300866,安克创新,盈利能力,总资产报酬率,20250630,7.297068
300866,安克创新,盈利能力,总资本回报率,20250630,11.321745
300866,安克创新,盈利能力,投入资本回报率,20250630,10.444938
300866,安克创新,盈利能力,息前税后总资产报酬率_平均,20250630,6.728382
300866,安克创新,盈利能力,毛利率,20250630,44.730191
300866,安克创新,盈利能力,销售净利率,20250630,9.064343
300866,安克创新,盈利能力,成本费用利润率,20250630,10.953935
300866,安克创新,盈利能力,营业利润率,20250630,9.846698
300866,安克创新,盈利能力,总资产净利率_平均,20250630,6.615941
300866,安克创新,盈利能力,总资产净利率_平均(含少数股东损益),20250630,6.612372
300866,安克创新,成长能力,归母净利润,20250630,1166916872.8
300866,安克创新,成长能力,营业总收入,20250630,12866762779.48
300866,安克创新,成长能力,净利润,20250630,1166287534.15
300866,安克创新,成长能力,扣非净利润,20250630,961405802.59
300866,安克创新,成长能力,营业总收入增长率,20250630,33.357446
300866,安克创新,成长能力,归属母公司净利润增长率,20250630,33.80138
300866,安克创新,收益质量,经营活动净现金/销售收入,20250630,-0.087995
300866,安克创新,收益质量,经营性现金净流量/营业总收入,20250630,-0.087995
300866,安克创新,收益质量,成本费用率,20250630,89.866391
300866,安克创新,收益质量,期间费用率,20250630,34.596583
300866,安克创新,收益质量,销售成本率,20250630,55.269808
300866,安克创新,收益质量,经营活动净现金/归属母公司的净利润,20250630,-0.970267
300866,安克创新,收益质量,所得税/利润总额,20250630,7.919246
300866,安克创新,财务风险,流动比率,20250630,2.073399
300866,安克创新,财务风险,速动比率,20250630,1.291519
300866,安克创新,财务风险,保守速动比率,20250630,0.94642
300866,安克创新,财务风险,资产负债率,20250630,50.043584
300866,安克创新,财务风险,权益乘数,20250630,1.949963
300866,安克创新,财务风险,权益乘数(含少数股权的净资产),20250630,2.001744
300866,安克创新,财务风险,产权比率,20250630,102.318427
300866,安克创新,财务风险,现金比率,20250630,0.680263
300866,安克创新,营运能力,应收账款周转率,20250630,7.395151
300866,安克创新,营运能力,应收账款周转天数,20250630,24.34027
300866,安克创新,营运能力,存货周转率,20250630,1.667743
300866,安克创新,营运能力,存货周转天数,20250630,107.930278
300866,安克创新,营运能力,总资产周转率,20250630,0.729492
300866,安克创新,营运能力,总资产周转天数,20250630,246.746786
300866,安克创新,营运能力,流动资产周转率,20250630,0.974459
300866,安克创新,营运能力,流动资产周转天数,20250630,184.717783
300866,安克创新,营运能力,应付账款周转率,20250630,4.504786
300866,安克创新,常用指标,归母净利润,20250331,495761205.29
300866,安克创新,常用指标,营业总收入,20250331,5993381106.11
300866,安克创新,常用指标,营业成本,20250331,5441385955.6
300866,安克创新,常用指标,净利润,20250331,524316392.72
300866,安克创新,常用指标,扣非净利润,20250331,439558407.22
300866,安克创新,常用指标,股东权益合计(净资产),20250331,9577395568.63
300866,安克创新,常用指标,商誉,20250331,
300866,安克创新,常用指标,经营现金流量净额,20250331,-287656970.9
300866,安克创新,常用指标,基本每股收益,20250331,0.9329
300866,安克创新,常用指标,每股净资产,20250331,17.613782
300866,安克创新,常用指标,每股现金流,20250331,-0.541308
300866,安克创新,常用指标,净资产收益率(ROE),20250331,5.41
300866,安克创新,常用指标,总资产报酬率(ROA),20250331,3.490605
300866,安克创新,常用指标,毛利率,20250331,43.278606
300866,安克创新,常用指标,销售净利率,20250331,8.748257
300866,安克创新,常用指标,期间费用率,20250331,33.970833
300866,安克创新,常用指标,资产负债率,20250331,44.657686
300866,安克创新,每股指标,基本每股收益,20250331,0.9329
300866,安克创新,每股指标,稀释每股收益,20250331,0.9312
300866,安克创新,每股指标,摊薄每股收益_最新股数,20250331,0.843053
300866,安克创新,每股指标,摊薄每股净资产_期末股数,20250331,17.613782
300866,安克创新,每股指标,调整每股净资产_期末股数,20250331,16.323203
300866,安克创新,每股指标,每股净资产_最新股数,20250331,15.917155
300866,安克创新,每股指标,每股经营现金流,20250331,-0.541308
300866,安克创新,每股指标,每股现金流量净额,20250331,-0.422487
300866,安克创新,每股指标,每股企业自由现金流量,20250331,
300866,安克创新,每股指标,每股股东自由现金流量,20250331,
300866,安克创新,每股指标,每股未分配利润,20250331,10.816426
300866,安克创新,每股指标,每股资本公积金,20250331,5.639469
300866,安克创新,每股指标,每股盈余公积金,20250331,0.5
300866,安克创新,每股指标,每股留存收益,20250331,11.316426
300866,安克创新,每股指标,每股营业收入,20250331,11.278245
300866,安克创新,每股指标,每股营业总收入,20250331,11.278245
300866,安克创新,每股指标,每股息税前利润,20250331,1.113681
300866,安克创新,盈利能力,净资产收益率(ROE),20250331,5.41
300866,安克创新,盈利能力,摊薄净资产收益率,20250331,5.296507
300866,安克创新,盈利能力,净资产收益率_平均,20250331,5.412772
300866,安克创新,盈利能力,净资产收益率_平均_扣除非经常损益,20250331,4.799144
300866,安克创新,盈利能力,摊薄净资产收益率_扣除非经常损益,20250331,4.696059
300866,安克创新,盈利能力,息税前利润率,20250331,9.8746
300866,安克创新,盈利能力,总资产报酬率,20250331,3.490605
300866,安克创新,盈利能力,总资本回报率,20250331,5.475316
300866,安克创新,盈利能力,投入资本回报率,20250331,4.689131
300866,安克创新,盈利能力,息前税后总资产报酬率_平均,20250331,3.157819
300866,安克创新,盈利能力,毛利率,20250331,43.278606
300866,安克创新,盈利能力,销售净利率,20250331,8.748257
300866,安克创新,盈利能力,成本费用利润率,20250331,10.684131
300866,安克创新,盈利能力,营业利润率,20250331,9.669729
300866,安克创新,盈利能力,总资产净利率_平均,20250331,2.92403
300866,安克创新,盈利能力,总资产净利率_平均(含少数股东损益),20250331,3.09245
