公司代码,公司名称,选项,指标,报告期,数值
301376,致欧科技,盈利能力,净资产收益率_平均_扣除非经常损益,20251231,9.665119
301376,致欧科技,盈利能力,摊薄净资产收益率_扣除非经常损益,20251231,9.450289
301376,致欧科技,盈利能力,息税前利润率,20251231,4.973527
301376,致欧科技,盈利能力,总资产报酬率,20251231,6.608623
301376,致欧科技,盈利能力,总资本回报率,20251231,7.755938
301376,致欧科技,盈利能力,投入资本回报率,20251231,6.285808
301376,致欧科技,盈利能力,息前税后总资产报酬率_平均,20251231,5.355965
301376,致欧科技,盈利能力,毛利率,20251231,34.479592
301376,致欧科技,盈利能力,销售净利率,20251231,3.85942
301376,致欧科技,盈利能力,成本费用利润率,20251231,5.046722
301376,致欧科技,盈利能力,营业利润率,20251231,4.841708
301376,致欧科技,盈利能力,总资产净利率_平均,20251231,5.128242
301376,致欧科技,盈利能力,总资产净利率_平均(含少数股东损益),20251231,5.128242
301376,致欧科技,成长能力,归母净利润,20251231,335806096.83
301376,致欧科技,成长能力,营业总收入,20251231,8700946185.92
301376,致欧科技,成长能力,净利润,20251231,335806096.83
301376,致欧科技,成长能力,扣非净利润,20251231,319161636.94
301376,致欧科技,成长能力,营业总收入增长率,20251231,7.103924
301376,致欧科技,成长能力,归属母公司净利润增长率,20251231,0.669222
301376,致欧科技,收益质量,经营活动净现金/销售收入,20251231,0.283931
301376,致欧科技,收益质量,经营性现金净流量/营业总收入,20251231,0.283931
301376,致欧科技,收益质量,成本费用率,20251231,95.153788
301376,致欧科技,收益质量,期间费用率,20251231,29.63338
301376,致欧科技,收益质量,销售成本率,20251231,65.520407
301376,致欧科技,收益质量,经营活动净现金/归属母公司的净利润,20251231,7.356855
301376,致欧科技,收益质量,所得税/利润总额,20251231,19.631366
301376,致欧科技,财务风险,流动比率,20251231,2.011646
301376,致欧科技,财务风险,速动比率,20251231,1.500322
301376,致欧科技,财务风险,保守速动比率,20251231,0.797105
301376,致欧科技,财务风险,资产负债率,20251231,50.513126
301376,致欧科技,财务风险,权益乘数,20251231,1.982971
301376,致欧科技,财务风险,权益乘数(含少数股权的净资产),20251231,2.020737
301376,致欧科技,财务风险,产权比率,20251231,102.073787
301376,致欧科技,财务风险,现金比率,20251231,0.499656
301376,致欧科技,营运能力,应收账款周转率,20251231,16.867015
301376,致欧科技,营运能力,应收账款周转天数,20251231,21.343432
301376,致欧科技,营运能力,存货周转率,20251231,4.383677
301376,致欧科技,营运能力,存货周转天数,20251231,82.122837
301376,致欧科技,营运能力,总资产周转率,20251231,1.328759
301376,致欧科技,营运能力,总资产周转天数,20251231,270.929317
301376,致欧科技,营运能力,流动资产周转率,20251231,2.016801
301376,致欧科技,营运能力,流动资产周转天数,20251231,178.500453
301376,致欧科技,营运能力,应付账款周转率,20251231,12.021414
301376,致欧科技,常用指标,归母净利润,20250930,271744290.31
301376,致欧科技,常用指标,营业总收入,20250930,6081613629.49
301376,致欧科技,常用指标,营业成本,20250930,5735761500.36
301376,致欧科技,常用指标,净利润,20250930,271744290.31
301376,致欧科技,常用指标,扣非净利润,20250930,286754253.88
301376,致欧科技,常用指标,股东权益合计(净资产),20250930,3409772991.47
301376,致欧科技,常用指标,商誉,20250930,
301376,致欧科技,常用指标,经营现金流量净额,20250930,2082042906.31
301376,致欧科技,常用指标,基本每股收益,20250930,0.68
301376,致欧科技,常用指标,每股净资产,20250930,8.473833
301376,致欧科技,常用指标,每股现金流,20250930,5.174211
301376,致欧科技,常用指标,净资产收益率(ROE),20250930,8.17
301376,致欧科技,常用指标,总资产报酬率(ROA),20250930,6.019444
301376,致欧科技,常用指标,毛利率,20250930,35.009363
301376,致欧科技,常用指标,销售净利率,20250930,4.468292
301376,致欧科技,常用指标,期间费用率,20250930,29.158288
301376,致欧科技,常用指标,资产负债率,20250930,47.036348
301376,致欧科技,每股指标,基本每股收益,20250930,0.68
301376,致欧科技,每股指标,稀释每股收益,20250930,0.68
301376,致欧科技,每股指标,摊薄每股收益_最新股数,20250930,0.675193
301376,致欧科技,每股指标,摊薄每股净资产_期末股数,20250930,8.473833
301376,致欧科技,每股指标,调整每股净资产_期末股数,20250930,8.23297
301376,致欧科技,每股指标,每股净资产_最新股数,20250930,8.472138
301376,致欧科技,每股指标,每股经营现金流,20250930,5.174211
301376,致欧科技,每股指标,每股现金流量净额,20250930,-0.182763
301376,致欧科技,每股指标,每股企业自由现金流量,20250930,
301376,致欧科技,每股指标,每股股东自由现金流量,20250930,
301376,致欧科技,每股指标,每股未分配利润,20250930,3.387488
301376,致欧科技,每股指标,每股资本公积金,20250930,3.823751
301376,致欧科技,每股指标,每股盈余公积金,20250930,0.296206
301376,致欧科技,每股指标,每股留存收益,20250930,3.683695
301376,致欧科技,每股指标,每股营业收入,20250930,15.113786
301376,致欧科技,每股指标,每股营业总收入,20250930,15.113786
301376,致欧科技,每股指标,每股息税前利润,20250930,0.950641
301376,致欧科技,盈利能力,净资产收益率(ROE),20250930,8.17
301376,致欧科技,盈利能力,摊薄净资产收益率,20250930,7.969571
301376,致欧科技,盈利能力,净资产收益率_平均,20250930,8.188884
301376,致欧科技,盈利能力,净资产收益率_平均_扣除非经常损益,20250930,8.641202
301376,致欧科技,盈利能力,摊薄净资产收益率_扣除非经常损益,20250930,8.409775
301376,致欧科技,盈利能力,息税前利润率,20250930,6.289895
301376,致欧科技,盈利能力,总资产报酬率,20250930,6.019444
301376,致欧科技,盈利能力,总资本回报率,20250930,7.006384
301376,致欧科技,盈利能力,投入资本回报率,20250930,5.692429
301376,致欧科技,盈利能力,息前税后总资产报酬率_平均,20250930,4.890577
301376,致欧科技,盈利能力,毛利率,20250930,35.009363
301376,致欧科技,盈利能力,销售净利率,20250930,4.468292
301376,致欧科技,盈利能力,成本费用利润率,20250930,5.998877
301376,致欧科技,盈利能力,营业利润率,20250930,5.658231
301376,致欧科技,盈利能力,总资产净利率_平均,20250930,4.276166
301376,致欧科技,盈利能力,总资产净利率_平均(含少数股东损益),20250930,4.276166
301376,致欧科技,成长能力,归母净利润,20250930,271744290.31
301376,致欧科技,成长能力,营业总收入,20250930,6081613629.49
301376,致欧科技,成长能力,净利润,20250930,271744290.31
301376,致欧科技,成长能力,扣非净利润,20250930,286754253.88
301376,致欧科技,成长能力,营业总收入增长率,20250930,6.176652
301376,致欧科技,成长能力,归属母公司净利润增长率,20250930,-2.086143
301376,致欧科技,收益质量,经营活动净现金/销售收入,20250930,0.34235
301376,致欧科技,收益质量,经营性现金净流量/营业总收入,20250930,0.34235
301376,致欧科技,收益质量,成本费用率,20250930,94.148924
301376,致欧科技,收益质量,期间费用率,20250930,29.158288
301376,致欧科技,收益质量,销售成本率,20250930,64.990636
301376,致欧科技,收益质量,经营活动净现金/归属母公司的净利润,20250930,7.661772
301376,致欧科技,收益质量,所得税/利润总额,20250930,20.885476
301376,致欧科技,财务风险,流动比率,20250930,2.251411
301376,致欧科技,财务风险,速动比率,20250930,1.616201
301376,致欧科技,财务风险,保守速动比率,20250930,0.814792
301376,致欧科技,财务风险,资产负债率,20250930,47.036348
301376,致欧科技,财务风险,权益乘数,20250930,1.915006
301376,致欧科技,财务风险,权益乘数(含少数股权的净资产),20250930,1.888087
301376,致欧科技,财务风险,产权比率,20250930,88.808735
301376,致欧科技,财务风险,现金比率,20250930,0.640787
301376,致欧科技,营运能力,应收账款周转率,20250930,19.293949
301376,致欧科技,营运能力,应收账款周转天数,20250930,13.994024
301376,致欧科技,营运能力,存货周转率,20250930,3.0509
301376,致欧科技,营运能力,存货周转天数,20250930,88.498466
301376,致欧科技,营运能力,总资产周转率,20250930,0.957002
301376,致欧科技,营运能力,总资产周转天数,20250930,282.130998
301376,致欧科技,营运能力,流动资产周转率,20250930,1.502511
301376,致欧科技,营运能力,流动资产周转天数,20250930,179.699097
301376,致欧科技,营运能力,应付账款周转率,20250930,9.159716
301376,致欧科技,常用指标,归母净利润,20250630,190452568.35
301376,致欧科技,常用指标,营业总收入,20250630,4044161058.6
301376,致欧科技,常用指标,营业成本,20250630,3782537929.36
301376,致欧科技,常用指标,净利润,20250630,190452568.35
301376,致欧科技,常用指标,扣非净利润,20250630,223533409.85
301376,致欧科技,常用指标,股东权益合计(净资产),20250630,3353476105.73
301376,致欧科技,常用指标,商誉,20250630,
301376,致欧科技,常用指标,经营现金流量净额,20250630,1489331063.39
301376,致欧科技,常用指标,基本每股收益,20250630,0.47
301376,致欧科技,常用指标,每股净资产,20250630,8.333926
301376,致欧科技,常用指标,每股现金流,20250630,3.701226
301376,致欧科技,常用指标,净资产收益率(ROE),20250630,5.74
301376,致欧科技,常用指标,总资产报酬率(ROA),20250630,4.225158
301376,致欧科技,常用指标,毛利率,20250630,34.928618
301376,致欧科技,常用指标,销售净利率,20250630,4.709322
301376,致欧科技,常用指标,期间费用率,20250630,28.295152
301376,致欧科技,常用指标,资产负债率,20250630,46.270621
301376,致欧科技,每股指标,基本每股收益,20250630,0.47
301376,致欧科技,每股指标,稀释每股收益,20250630,0.47
301376,致欧科技,每股指标,摊薄每股收益_最新股数,20250630,0.47321
301376,致欧科技,每股指标,摊薄每股净资产_期末股数,20250630,8.333926
301376,致欧科技,每股指标,调整每股净资产_期末股数,20250630,8.082586
301376,致欧科技,每股指标,每股净资产_最新股数,20250630,8.332259
301376,致欧科技,每股指标,每股经营现金流,20250630,3.701226
301376,致欧科技,每股指标,每股现金流量净额,20250630,0.066048
301376,致欧科技,每股指标,每股企业自由现金流量,20250630,-1.47632
301376,致欧科技,每股指标,每股股东自由现金流量,20250630,-4.21585
301376,致欧科技,每股指标,每股未分配利润,20250630,3.185465
301376,致欧科技,每股指标,每股资本公积金,20250630,3.819279
301376,致欧科技,每股指标,每股盈余公积金,20250630,0.296206
301376,致欧科技,每股指标,每股留存收益,20250630,3.481672
301376,致欧科技,每股指标,每股营业收入,20250630,10.050389
301376,致欧科技,每股指标,每股营业总收入,20250630,10.050389
301376,致欧科技,每股指标,每股息税前利润,20250630,0.656954
301376,致欧科技,盈利能力,净资产收益率(ROE),20250630,5.74
301376,致欧科技,盈利能力,摊薄净资产收益率,20250630,5.679258
301376,致欧科技,盈利能力,净资产收益率_平均,20250630,5.788295
301376,致欧科技,盈利能力,净资产收益率_平均_扣除非经常损益,20250630,6.793699
301376,致欧科技,盈利能力,摊薄净资产收益率_扣除非经常损益,20250630,6.665722
301376,致欧科技,盈利能力,息税前利润率,20250630,6.536608
301376,致欧科技,盈利能力,总资产报酬率,20250630,4.225158
301376,致欧科技,盈利能力,总资本回报率,20250630,4.841862
301376,致欧科技,盈利能力,投入资本回报率,20250630,3.976739
301376,致欧科技,盈利能力,息前税后总资产报酬率_平均,20250630,3.470225
301376,致欧科技,盈利能力,毛利率,20250630,34.928618
301376,致欧科技,盈利能力,销售净利率,20250630,4.709322
301376,致欧科技,盈利能力,成本费用利润率,20250630,6.294819
301376,致欧科技,盈利能力,营业利润率,20250630,5.898668
301376,致欧科技,盈利能力,总资产净利率_平均,20250630,3.044029
301376,致欧科技,盈利能力,总资产净利率_平均(含少数股东损益),20250630,3.044029
301376,致欧科技,成长能力,归母净利润,20250630,190452568.35
301376,致欧科技,成长能力,营业总收入,20250630,4044161058.6
301376,致欧科技,成长能力,净利润,20250630,190452568.35
301376,致欧科技,成长能力,扣非净利润,20250630,223533409.85
301376,致欧科技,成长能力,营业总收入增长率,20250630,8.682479
301376,致欧科技,成长能力,归属母公司净利润增长率,20250630,11.027515
301376,致欧科技,收益质量,经营活动净现金/销售收入,20250630,0.368267
301376,致欧科技,收益质量,经营性现金净流量/营业总收入,20250630,0.368267
301376,致欧科技,收益质量,成本费用率,20250630,93.366534
301376,致欧科技,收益质量,期间费用率,20250630,28.295152
301376,致欧科技,收益质量,销售成本率,20250630,65.071381
301376,致欧科技,收益质量,经营活动净现金/归属母公司的净利润,20250630,7.819957
301376,致欧科技,收益质量,所得税/利润总额,20250630,19.872081
301376,致欧科技,财务风险,流动比率,20250630,2.085633
301376,致欧科技,财务风险,速动比率,20250630,1.479594
301376,致欧科技,财务风险,保守速动比率,20250630,0.91348
301376,致欧科技,财务风险,资产负债率,20250630,46.270621
301376,致欧科技,财务风险,权益乘数,20250630,1.901524
301376,致欧科技,财务风险,权益乘数(含少数股权的净资产),20250630,1.861179
301376,致欧科技,财务风险,产权比率,20250630,86.117916
301376,致欧科技,财务风险,现金比率,20250630,0.792326
301376,致欧科技,营运能力,应收账款周转率,20250630,15.748807
301376,致欧科技,营运能力,应收账款周转天数,20250630,11.429437
301376,致欧科技,营运能力,存货周转率,20250630,2.126374
301376,致欧科技,营运能力,存货周转天数,20250630,84.651126
301376,致欧科技,营运能力,总资产周转率,20250630,0.646383
301376,致欧科技,营运能力,总资产周转天数,20250630,278.472302
301376,致欧科技,营运能力,流动资产周转率,20250630,1.069012
301376,致欧科技,营运能力,流动资产周转天数,20250630,168.379702
301376,致欧科技,营运能力,应付账款周转率,20250630,6.606638
301376,致欧科技,常用指标,归母净利润,20250331,110895216.95
301376,致欧科技,常用指标,营业总收入,20250331,2091255102.87
301376,致欧科技,常用指标,营业成本,20250331,1944919046.37
301376,致欧科技,常用指标,净利润,20250331,110895216.95
301376,致欧科技,常用指标,扣非净利润,20250331,119843290.3
301376,致欧科技,常用指标,股东权益合计(净资产),20250331,3347367722.65
301376,致欧科技,常用指标,商誉,20250331,
301376,致欧科技,常用指标,经营现金流量净额,20250331,686274537.8
301376,致欧科技,常用指标,基本每股收益,20250331,0.28
301376,致欧科技,常用指标,每股净资产,20250331,8.337154
301376,致欧科技,常用指标,每股现金流,20250331,1.709276
301376,致欧科技,常用指标,净资产收益率(ROE),20250331,3.37
301376,致欧科技,常用指标,总资产报酬率(ROA),20250331,2.405458
301376,致欧科技,常用指标,毛利率,20250331,35.391071
301376,致欧科技,常用指标,销售净利率,20250331,5.302806
301376,致欧科技,常用指标,期间费用率,20250331,28.237189
301376,致欧科技,常用指标,资产负债率,20250331,48.19997
301376,致欧科技,每股指标,基本每股收益,20250331,0.28
301376,致欧科技,每股指标,稀释每股收益,20250331,0.28
301376,致欧科技,每股指标,摊薄每股收益_最新股数,20250331,0.275537
301376,致欧科技,每股指标,摊薄每股净资产_期末股数,20250331,8.337154
301376,致欧科技,每股指标,调整每股净资产_期末股数,20250331,8.099228
301376,致欧科技,每股指标,每股净资产_最新股数,20250331,8.317082
301376,致欧科技,每股指标,每股经营现金流,20250331,1.709276
301376,致欧科技,每股指标,每股现金流量净额,20250331,0.042038
301376,致欧科技,每股指标,每股企业自由现金流量,20250331,
301376,致欧科技,每股指标,每股股东自由现金流量,20250331,
301376,致欧科技,每股指标,每股未分配利润,20250331,3.194036
301376,致欧科技,每股指标,每股资本公积金,20250331,3.801003
301376,致欧科技,每股指标,每股盈余公积金,20250331,0.296862
301376,致欧科技,每股指标,每股留存收益,20250331,3.490898
301376,致欧科技,每股指标,每股营业收入,20250331,5.208605
301376,致欧科技,每股指标,每股营业总收入,20250331,5.208605
301376,致欧科技,每股指标,每股息税前利润,20250331,0.381454
301376,致欧科技,盈利能力,净资产收益率(ROE),20250331,3.37
301376,致欧科技,盈利能力,摊薄净资产收益率,20250331,3.312908
301376,致欧科技,盈利能力,净资产收益率_平均,20250331,3.373494
301376,致欧科技,盈利能力,净资产收益率_平均_扣除非经常损益,20250331,3.6457
301376,致欧科技,盈利能力,摊薄净资产收益率_扣除非经常损益,20250331,3.580224
301376,致欧科技,盈利能力,息税前利润率,20250331,7.323539
301376,致欧科技,盈利能力,总资产报酬率,20250331,2.405458
301376,致欧科技,盈利能力,总资本回报率,20250331,2.768453
301376,致欧科技,盈利能力,投入资本回报率,20250331,2.239594
301376,致欧科技,盈利能力,息前税后总资产报酬率_平均,20250331,1.945942
301376,致欧科技,盈利能力,毛利率,20250331,35.391071
301376,致欧科技,盈利能力,销售净利率,20250331,5.302806
301376,致欧科技,盈利能力,成本费用利润率,20250331,7.218206
301376,致欧科技,盈利能力,营业利润率,20250331,6.723511
301376,致欧科技,盈利能力,总资产净利率_平均,20250331,1.741737
301376,致欧科技,盈利能力,总资产净利率_平均(含少数股东损益),20250331,1.741737
301376,致欧科技,成长能力,归母净利润,20250331,110895216.95
301376,致欧科技,成长能力,营业总收入,20250331,2091255102.87
301376,致欧科技,成长能力,净利润,20250331,110895216.95
301376,致欧科技,成长能力,扣非净利润,20250331,119843290.3
301376,致欧科技,成长能力,营业总收入增长率,20250331,13.555809
301376,致欧科技,成长能力,归属母公司净利润增长率,20250331,10.301045
301376,致欧科技,收益质量,经营活动净现金/销售收入,20250331,0.328163
301376,致欧科技,收益质量,经营性现金净流量/营业总收入,20250331,0.328163
301376,致欧科技,收益质量,成本费用率,20250331,92.846117
301376,致欧科技,收益质量,期间费用率,20250331,28.237189
301376,致欧科技,收益质量,销售成本率,20250331,64.608928
301376,致欧科技,收益质量,经营活动净现金/归属母公司的净利润,20250331,6.188495
301376,致欧科技,收益质量,所得税/利润总额,20250331,20.875178
301376,致欧科技,财务风险,流动比率,20250331,1.641461
301376,致欧科技,财务风险,速动比率,20250331,1.078155
301376,致欧科技,财务风险,保守速动比率,20250331,0.731076
301376,致欧科技,财务风险,资产负债率,20250331,48.19997
301376,致欧科技,财务风险,权益乘数,20250331,1.936856
301376,致欧科技,财务风险,权益乘数(含少数股权的净资产),20250331,1.9305
301376,致欧科技,财务风险,产权比率,20250331,93.050081
301376,致欧科技,财务风险,现金比率,20250331,0.595803
301376,致欧科技,营运能力,应收账款周转率,20250331,7.220003
301376,致欧科技,营运能力,应收账款周转天数,20250331,12.465367
301376,致欧科技,营运能力,存货周转率,20250331,1.057275
301376,致欧科技,营运能力,存货周转天数,20250331,85.124463
301376,致欧科技,营运能力,总资产周转率,20250331,0.328455
301376,致欧科技,营运能力,总资产周转天数,20250331,274.009541
301376,致欧科技,营运能力,流动资产周转率,20250331,0.581396
301376,致欧科技,营运能力,流动资产周转天数,20250331,154.799615
301376,致欧科技,营运能力,应付账款周转率,20250331,3.434753
301376,致欧科技,常用指标,归母净利润,20241231,333573745.07
301376,致欧科技,常用指标,营业总收入,20241231,8123835098.24
301376,致欧科技,常用指标,营业成本,20241231,7763530240.29
301376,致欧科技,常用指标,净利润,20241231,333573745.07
301376,致欧科技,常用指标,扣非净利润,20241231,308565634.75
301376,致欧科技,常用指标,股东权益合计(净资产),20241231,3227133110.2
301376,致欧科技,常用指标,商誉,20241231,
301376,致欧科技,常用指标,经营现金流量净额,20241231,2293940146.3
301376,致欧科技,常用指标,基本每股收益,20241231,0.83
301376,致欧科技,常用指标,每股净资产,20241231,8.037691
301376,致欧科技,常用指标,每股现金流,20241231,5.713425
301376,致欧科技,常用指标,净资产收益率(ROE),20241231,10.52
301376,致欧科技,常用指标,总资产报酬率(ROA),20241231,7.617393
301376,致欧科技,常用指标,毛利率,20241231,34.653509
301376,致欧科技,常用指标,销售净利率,20241231,4.106111
301376,致欧科技,常用指标,期间费用率,20241231,30.094076
301376,致欧科技,常用指标,资产负债率,20241231,48.545075
301376,致欧科技,每股指标,基本每股收益,20241231,0.83
301376,致欧科技,每股指标,稀释每股收益,20241231,0.83
301376,致欧科技,每股指标,摊薄每股收益_最新股数,20241231,0.828818
301376,致欧科技,每股指标,摊薄每股净资产_期末股数,20241231,8.037691
301376,致欧科技,每股指标,调整每股净资产_期末股数,20241231,7.813411
301376,致欧科技,每股指标,每股净资产_最新股数,20241231,8.01834
301376,致欧科技,每股指标,每股经营现金流,20241231,5.713425
301376,致欧科技,每股指标,每股现金流量净额,20241231,-0.342895
301376,致欧科技,每股指标,每股企业自由现金流量,20241231,1.102345
301376,致欧科技,每股指标,每股股东自由现金流量,20241231,-2.668563
301376,致欧科技,每股指标,每股未分配利润,20241231,2.917834
301376,致欧科技,每股指标,每股资本公积金,20241231,3.787353
301376,致欧科技,每股指标,每股盈余公积金,20241231,0.296862
301376,致欧科技,每股指标,每股留存收益,20241231,3.214696
301376,致欧科技,每股指标,每股营业收入,20241231,20.233711
301376,致欧科技,每股指标,每股营业总收入,20241231,20.233711
301376,致欧科技,每股指标,每股息税前利润,20241231,1.124405
301376,致欧科技,盈利能力,净资产收益率(ROE),20241231,10.52
301376,致欧科技,盈利能力,摊薄净资产收益率,20241231,10.336535
301376,致欧科技,盈利能力,净资产收益率_平均,20241231,10.509397
301376,致欧科技,盈利能力,净资产收益率_平均_扣除非经常损益,20241231,9.721505
301376,致欧科技,盈利能力,摊薄净资产收益率_扣除非经常损益,20241231,9.561602
301376,致欧科技,盈利能力,息税前利润率,20241231,5.557091
301376,致欧科技,盈利能力,总资产报酬率,20241231,7.617393
301376,致欧科技,盈利能力,总资本回报率,20241231,8.86061
301376,致欧科技,盈利能力,投入资本回报率,20241231,7.476128
301376,致欧科技,盈利能力,息前税后总资产报酬率_平均,20241231,6.427165
301376,致欧科技,盈利能力,毛利率,20241231,34.653509
301376,致欧科技,盈利能力,销售净利率,20241231,4.106111
301376,致欧科技,盈利能力,成本费用利润率,20241231,5.212054
301376,致欧科技,盈利能力,营业利润率,20241231,4.972285
301376,致欧科技,盈利能力,总资产净利率_平均,20241231,5.62846
301376,致欧科技,盈利能力,总资产净利率_平均(含少数股东损益),20241231,5.62846
301376,致欧科技,成长能力,归母净利润,20241231,333573745.07
301376,致欧科技,成长能力,营业总收入,20241231,8123835098.24
301376,致欧科技,成长能力,净利润,20241231,333573745.07
301376,致欧科技,成长能力,扣非净利润,20241231,308565634.75
301376,致欧科技,成长能力,营业总收入增长率,20241231,33.743574
301376,致欧科技,成长能力,归属母公司净利润增长率,20241231,-19.208797
301376,致欧科技,收益质量,经营活动净现金/销售收入,20241231,0.282371
301376,致欧科技,收益质量,经营性现金净流量/营业总收入,20241231,0.282371
301376,致欧科技,收益质量,成本费用率,20241231,95.440567
301376,致欧科技,收益质量,期间费用率,20241231,30.094076
301376,致欧科技,收益质量,销售成本率,20241231,65.34649
301376,致欧科技,收益质量,经营活动净现金/归属母公司的净利润,20241231,6.87686
301376,致欧科技,收益质量,所得税/利润总额,20241231,17.455381
301376,致欧科技,财务风险,流动比率,20241231,1.53398
301376,致欧科技,财务风险,速动比率,20241231,0.970463
301376,致欧科技,财务风险,保守速动比率,20241231,0.577883
301376,致欧科技,财务风险,资产负债率,20241231,48.545075
301376,致欧科技,财务风险,权益乘数,20241231,1.867188
301376,致欧科技,财务风险,权益乘数(含少数股权的净资产),20241231,1.943448
301376,致欧科技,财务风险,产权比率,20241231,94.344857
301376,致欧科技,财务风险,现金比率,20241231,0.45869
301376,致欧科技,营运能力,应收账款周转率,20241231,34.337685
301376,致欧科技,营运能力,应收账款周转天数,20241231,10.484108
301376,致欧科技,营运能力,存货周转率,20241231,4.819345
301376,致欧科技,营运能力,存货周转天数,20241231,74.698943
301376,致欧科技,营运能力,总资产周转率,20241231,1.370751
301376,致欧科技,营运能力,总资产周转天数,20241231,262.629584
301376,致欧科技,营运能力,流动资产周转率,20241231,2.403346
301376,致欧科技,营运能力,流动资产周转天数,20241231,149.791128
301376,致欧科技,营运能力,应付账款周转率,20241231,14.020405
301376,致欧科技,常用指标,归母净利润,20240930,277534049.49
301376,致欧科技,常用指标,营业总收入,20240930,5727825735.94
301376,致欧科技,常用指标,营业成本,20240930,5427674806.7
301376,致欧科技,常用指标,净利润,20240930,277534049.49
301376,致欧科技,常用指标,扣非净利润,20240930,258341467.37
301376,致欧科技,常用指标,股东权益合计(净资产),20240930,3205549372.48
301376,致欧科技,常用指标,商誉,20240930,
301376,致欧科技,常用指标,经营现金流量净额,20240930,1495705784.66
301376,致欧科技,常用指标,基本每股收益,20240930,0.69
301376,致欧科技,常用指标,每股净资产,20240930,7.983933
301376,致欧科技,常用指标,每股现金流,20240930,3.725294
301376,致欧科技,常用指标,净资产收益率(ROE),20240930,8.75
301376,致欧科技,常用指标,总资产报酬率(ROA),20240930,6.436705
301376,致欧科技,常用指标,毛利率,20240930,35.10139
301376,致欧科技,常用指标,销售净利率,20240930,4.845364
301376,致欧科技,常用指标,期间费用率,20240930,29.768573
301376,致欧科技,常用指标,资产负债率,20240930,48.659506
301376,致欧科技,每股指标,基本每股收益,20240930,0.69
301376,致欧科技,每股指标,稀释每股收益,20240930,0.69
301376,致欧科技,每股指标,摊薄每股收益_最新股数,20240930,0.689578
301376,致欧科技,每股指标,摊薄每股净资产_期末股数,20240930,7.983933
301376,致欧科技,每股指标,调整每股净资产_期末股数,20240930,7.779262
301376,致欧科技,每股指标,每股净资产_最新股数,20240930,7.964711
301376,致欧科技,每股指标,每股经营现金流,20240930,3.725294
301376,致欧科技,每股指标,每股现金流量净额,20240930,-0.434406
301376,致欧科技,每股指标,每股企业自由现金流量,20240930,
301376,致欧科技,每股指标,每股股东自由现金流量,20240930,
301376,致欧科技,每股指标,每股未分配利润,20240930,2.945078
301376,致欧科技,每股指标,每股资本公积金,20240930,3.774051
301376,致欧科技,每股指标,每股盈余公积金,20240930,0.230041
301376,致欧科技,每股指标,每股留存收益,20240930,3.17512
301376,致欧科技,每股指标,每股营业收入,20240930,14.266066
301376,致欧科技,每股指标,每股营业总收入,20240930,14.266066
301376,致欧科技,每股指标,每股息税前利润,20240930,0.947874
301376,致欧科技,盈利能力,净资产收益率(ROE),20240930,8.75
301376,致欧科技,盈利能力,摊薄净资产收益率,20240930,8.657924
301376,致欧科技,盈利能力,净资产收益率_平均,20240930,8.773671
301376,致欧科技,盈利能力,净资产收益率_平均_扣除非经常损益,20240930,8.166937
301376,致欧科技,盈利能力,摊薄净资产收益率_扣除非经常损益,20240930,8.059194
301376,致欧科技,盈利能力,息税前利润率,20240930,6.644261
301376,致欧科技,盈利能力,总资产报酬率,20240930,6.436705
301376,致欧科技,盈利能力,总资本回报率,20240930,7.342531
301376,致欧科技,盈利能力,投入资本回报率,20240930,6.026336
301376,致欧科技,盈利能力,息前税后总资产报酬率_平均,20240930,5.282885
301376,致欧科技,盈利能力,毛利率,20240930,35.10139
301376,致欧科技,盈利能力,销售净利率,20240930,4.845364
301376,致欧科技,盈利能力,成本费用利润率,20240930,6.376433
301376,致欧科技,盈利能力,营业利润率,20240930,6.032287
301376,致欧科技,盈利能力,总资产净利率_平均,20240930,4.694003
301376,致欧科技,盈利能力,总资产净利率_平均(含少数股东损益),20240930,4.694003
301376,致欧科技,成长能力,归母净利润,20240930,277534049.49
301376,致欧科技,成长能力,营业总收入,20240930,5727825735.94
301376,致欧科技,成长能力,净利润,20240930,277534049.49
301376,致欧科技,成长能力,扣非净利润,20240930,258341467.37
301376,致欧科技,成长能力,营业总收入增长率,20240930,38.48598
301376,致欧科技,成长能力,归属母公司净利润增长率,20240930,-3.109581
301376,致欧科技,收益质量,经营活动净现金/销售收入,20240930,0.261129
301376,致欧科技,收益质量,经营性现金净流量/营业总收入,20240930,0.261129
301376,致欧科技,收益质量,成本费用率,20240930,94.667182
301376,致欧科技,收益质量,期间费用率,20240930,29.768573
301376,致欧科技,收益质量,销售成本率,20240930,64.898609
301376,致欧科技,收益质量,经营活动净现金/归属母公司的净利润,20240930,5.389269
301376,致欧科技,收益质量,所得税/利润总额,20240930,19.730755
301376,致欧科技,财务风险,流动比率,20240930,1.612326
301376,致欧科技,财务风险,速动比率,20240930,0.991068
301376,致欧科技,财务风险,保守速动比率,20240930,0.597933
301376,致欧科技,财务风险,资产负债率,20240930,48.659506
301376,致欧科技,财务风险,权益乘数,20240930,1.869123
301376,致欧科技,财务风险,权益乘数(含少数股权的净资产),20240930,1.94778
301376,致欧科技,财务风险,产权比率,20240930,94.778025
301376,致欧科技,财务风险,现金比率,20240930,0.508846
301376,致欧科技,营运能力,应收账款周转率,20240930,29.656986
301376,致欧科技,营运能力,应收账款周转天数,20240930,9.104094
301376,致欧科技,营运能力,存货周转率,20240930,3.311666
