公司名称,公司代码,指标,20251231,20241231,20231231,20221231,20211231,20201231,20191231,20181231,20171231,20161231,20151231,20141231,20131231,20121231,20111231
吉宏股份,002803,归母净利润,276831969.6,181931124.57,345098588.03,183979897.51,227277532.35,558707074.7,326257025.14,213169745.48,80034333.83,42996128.95,37384431.31,19083933.16,36332091.71,35373628.7,22815674.92
吉宏股份,002803,营业总收入,6721612130.17,5529258572.55,6694680652.34,5375883625.69,5177657129.4,4410213459.25,3009252726.74,2269045472.46,1132613257.78,569901638.12,521865300.36,385927475.74,387255903.69,355491188.56,308581061.71
吉宏股份,002803,营业成本,6378741467.57,5344678939.94,6294061771.51,5087737527.32,4946292566.27,3812931966.87,2633511033.94,2017655793.64,1045920296.9,528847223.64,487432505.86,370603948.54,349633728.97,319856499.78,281298766.53
吉宏股份,002803,净利润,334050108.05,184450469.59,332121542.56,171578572.49,208885932.67,576827653.31,346301077.8,228352034.95,82064710.44,41948210.84,32858240.73,17177916.97,36332091.71,35354191.05,22815674.92
吉宏股份,002803,经营现金流量净额,261219848.71,386679604.06,725599756.59,390955098.53,235058261.5,539361382.38,317172141.24,256986153.81,-62984295.02,-7893874.0,55260001.84,15654982.1,35360243.55,28559551.14,33778341.27
吉宏股份,002803,毛利率,46.9231,43.927306,46.660427,40.688266,38.38937,43.120268,43.417619,43.05799,27.45344,19.785861,20.706286,19.125363,21.804878,21.886431,20.718307
吉宏股份,002803,毛利率,46.9231,43.927306,46.660427,40.688266,38.38937,43.120268,43.417619,43.05799,27.45344,19.785861,20.706286,19.125363,21.804878,21.886431,20.718307
吉宏股份,002803,归母净利润,276831969.6,181931124.57,345098588.03,183979897.51,227277532.35,558707074.7,326257025.14,213169745.48,80034333.83,42996128.95,37384431.31,19083933.16,36332091.71,35373628.7,22815674.92
吉宏股份,002803,营业总收入,6721612130.17,5529258572.55,6694680652.34,5375883625.69,5177657129.4,4410213459.25,3009252726.74,2269045472.46,1132613257.78,569901638.12,521865300.36,385927475.74,387255903.69,355491188.56,308581061.71
吉宏股份,002803,净利润,334050108.05,184450469.59,332121542.56,171578572.49,208885932.67,576827653.31,346301077.8,228352034.95,82064710.44,41948210.84,32858240.73,17177916.97,36332091.71,35354191.05,22815674.92
吉宏股份,002803,存货周转率,7.40195,6.85957,7.599755,7.040927,8.952486,9.380473,7.559629,6.825858,6.52492,6.366665,6.962205,6.310632,6.86327,5.896376,4.885775
